bookID,bookTitle,bookPublisher,bookPublishedDate,bookPages,bookISBN
87409503,"Secret of the Marauder Satellite",590,1978,160,0425038882
87409509,"Ambassador of Progress",432,1987,432,0812557913
87409511,"Dydeetown World",595,1989,0,0671698281
87409514,"Enemy Of The State",590,1984,0,0425068331
87409521,"Wheels within Wheels",531,2005,224,0976654431
87409524,Healer,531,2005,224,0976654415
87409532,"The Tery",595,1989,0,0671698559
87533764,"Mariel of Redwall",599,1993,400,0380719223
87570965,"Winter's Tale",473,1985,0,0671621181
87570974,"Farside Cannon",595,1988,0,0671654284
87570989,"Harm's Way",598,1993,310,0380768836
87571004,"The Far Kingdoms",568,1994,439,0345380568
87571047,"The Brega Path",461,1987,1,0451166450
87571063,"The Dark Tide",461,1985,304,0451451023
87571074,"Shadows of Doom",499,1994,0,
87571082,"The Darkest Day",461,1985,304,0451450833
87571088,"Trek to Kraggen-Cor",499,1994,0,9994093835
87571092,Dragondoom,461,2002,544,0451458818
87571096,"The Eye of the Hunter",499,1995,0,
87571102,"Voyage of the Fox Rider",461,1993,576,0451452798
87571106,"Tales of Mithgar",461,1995,256,
87571111,"The Dragonstone",460,1996,0,
87571116,"Into the Forge",461,1997,0,
87571127,"Into the Fire",461,1999,560,0451457323
87571135,"Silver Wolf, Black Falcon",461,2000,474,0451457862
87571141,"Red Slippers: More Tales of Mithgar",461,2004,400,0451459768
87571143,"City of Jade",461,2009,368,0451462971
87571158,Barrayar,595,1991,389,9780671720834
87571170,"Dreamweaver's Dilemma",500,1997,252,0915368536
87571172,"Shards of Honor",426,2011,232,
87571180,"Ethan of Athos",426,2011,184,
87571183,"Falling Free",595,2008,320,1416555463
87571184,"Brothers in Arms",500,2008,318,1886778744
87571187,"The Vor Game",426,2011,284,
87571197,"Mirror Dance",426,2011,465,
87571214,Memory,426,2011,399,
87571219,Komarr,426,2011,328,
87571223,"A Civil Campaign",595,2000,544,0671578855
87571231,"Diplomatic Immunity",595,2002,311,0743435338
87571235,Cryoburn,595,2011,448,1451637500
87571245,"Captain Vorpatril's Alliance",595,2012,400,1451638450
87571252,Cetaganda,595,1996,352,0671877445
87571264,"Revenge of the Damned",521,2001,388,1841490806
87571271,Sten,521,2000,310,1841490075
87571274,"The Wolf Worlds",568,1984,298,0345312295
87571282,"Fleet of the Damned",568,1989,0,0345009983
87571293,Vortex,521,2001,416,1841490822
87571299,"Empire's End",521,2001,522,1841490830
87571305,"Return of the Emperor",568,1990,0,9995478056
87571335,"Survival World",527,1971,157,045174750X
87571377,"Cold Asylum",548,1994,352,0373625200
87571405,"Forever After",595,1995,304,0671876996
87571426,"Retief's Ransom",565,1971,0,
87571435,"Envoy to New Worlds",606,1973,0,
87571438,"Galactic Diplomat",590,1966,0,
87571440,"Retiefs War",473,1978,172,0671818635
87571443,"Retief and the Warlords",473,1978,175,0671818643
87571448,"Retief: Ambassador to Space",590,1969,192,0425018296
87571451,"Retief of the CDT",473,1978,0,0671818651
87571452,"Retief: Emissary to the Stars",595,1986,172,0671656058
87571454,"Retief at Large",606,1985,172,0441715079
87571456,"Retief Unbound",606,1979,0,
87571463,"Diplomat at Arms",595,1987,172,067165358X
87571465,"Retief to the Rescue",473,1984,240,067181866X
87571467,"The Return of Retief",595,1985,236,0671559028
87571473,"Retief in the Ruins",595,1986,247,067165599X
87571474,"Retief and the Pangalactic Pageant of Pulchritude",595,1986,0,0671655566
87571477,"Reward for Retief",595,1989,247,0671698044
87571480,"Retief and the Rascals",595,1993,256,0671721682
87571487,"Retief's Peace",595,2007,384,1416521356
87571493,"Swords Against Death",532,2003,304,0743458281
87571503,"Swords and Deviltry",497,1971,189,0450007715
87571508,"Swords in the Mist",606,1968,0,
87571514,"Swords Against Wizardry",606,1983,0,044179159X
87571517,"The Swords Of Lankhmar",606,1986,0,0441791956
87571525,"The Knight and Knave of Swords",546,1990,388,0246135786
87571526,"Swords Against the Shadowland",570,2009,336,1595820779
87571530,"Sign of the Unicorn",441,1992,0,1564310280
87571536,"Nine Princes in Amber",562,1996,0,
87571539,"The Guns of Avalon",599,1974,222,0380000830
87571541,"The Hand of Oberon",441,1992,0,1564310302
87571547,"The Courts of Chaos",599,1979,189,9993911550
87571556,Endurance,461,2001,407,0451458141
87571560,Windhaven,473,1982,0,0671830821
87571583,"Out There Where the Big Ships Go",473,1980,191,0671835017
87571590,Fantasy,432,1981,288,0523485158
87571614,Manseed,568,1983,224,0345307437
87571620,"The Wizard of Linn",516,1968,176,
87571625,"Empire of the Atom",578,1993,192,0020259913
87571630,"America's Zero Hour",407,1986,0,0821719297
87571637,"Galactic Derelict",606,1987,0,0441272347
87571663,"The Time Traders",573,2011,150,1463752261
87571671,"The Defiant Agents",553,2010,130,
87571679,"Key Out of Time",462,2011,216,1935774581
87571685,Firehand,433,1995,282,0812519841
87571696,"Echoes in Time",432,2000,320,0812552741
87571699,"Atlantis Endgame",432,2002,0,
87571708,"Clarke County, Space",606,1990,240,0441110444
87571718,"Stained-glass World",497,1976,160,0450027635
87571727,"War Mountain",407,1993,320,0821741004
87571732,"Skylark DuQuesne",590,1984,238,042506834X
87571737,"The Skylark of Space",468,1975,254,058603949X
87571749,"The Court of a Thousand Suns",521,2000,275,1841490091
87571756,"Zone Soldiers",504,1996,320,0886777372
87571762,"The Soprano Sorceress",432,1998,672,0812545591
87571770,"The Shadow Sorceress",432,2002,544,0765340135
87571776,"Darksong Rising",432,2001,512,0812566688
87571784,"The Spellsong War",432,1998,0,
87571791,"The Final Novel of The Spellsong Cycle",432,2003,608,0765342588
87571800,Inside,590,1974,0,
87571804,"Heart of the Comet",594,1987,496,0553258397
87571809,"Birth of Fire",473,1980,0,0671416146
87571816,"Skylark Three",573,2012,184,1466332611
87571825,"Skylark of Valeron",590,1986,208,0425089533
87571828,"Crewel Lye: A Caustic Yarn",568,1984,320,0345313097
87571831,"Dragonstar Destiny",606,1989,0,0441166768
87571837,"Day Of Dragonstar",606,1987,0,0441139973
87571849,"Night of the Dragonstar",590,1985,272,0425079635
87608321,"The Dark Remains",448,2001,656,0553579355
87608324,"Beyond the Pale",448,1999,638,0553579347
87608329,"Blood of Mystery",448,2002,608,0553583328
87608340,"The First Stone",448,2004,528,0553583344
87608345,"Carpe Jugulum",539,2000,378,0061020397
87608351,"The Color of Magic",543,2005,240,0060855924
87608352,"The Light Fantastic",543,2005,272,0060855886
87608353,"Equal Rites",575,1989,282,0552131059
87608354,Mort,539,2001,243,0061020680
87608358,Sourcery,539,2001,288,0061020672
87608359,"Wyrd Sisters",539,2001,288,0061020664
87608361,Pyramids,539,2001,352,0061020656
87608366,"Guards! Guards!",539,2001,384,0061020648
87608371,Eric,539,2002,197,0380821214
87608374,"Moving Pictures",539,2002,368,006102063X
87608377,"Reaper Man",539,2002,384,0061020621
87608380,"Witches Abroad",539,2002,384,0061020613
87608381,"Small Gods",539,1994,384,0061092177
87608383,"Lords and Ladies",539,1996,400,0061056928
87608384,"Men at Arms",539,1997,400,0061092193
87608386,"Soul Music",539,1995,384,0061054895
87608388,"Interesting Times",539,1998,400,0061056901
87608392,Maskerade,539,1998,368,006105691X
87608398,"Feet of Clay",539,1997,368,0061057649
87608402,Hogfather,482,1999,384,0061059056
87608404,Jingo,426,1999,0,
87608407,"The Last Continent",539,2000,416,0061059072
87608409,"The Fifth Elephant",539,2001,400,0061020400
87608411,"The Truth",539,2001,368,0380818191
87608412,"Thief of Time",539,2002,384,0061031321
87608415,"Last Hero",547,2007,160,0575081961
87608418,"The Amazing Maurice and His Educated Rodents",542,2003,368,0060012358
87608421,"Night Watch",539,2003,432,0060013125
87608422,"The Wee Free Men",542,2003,272,0060012374
87608425,"Monstrous Regiment",539,2004,416,0060013168
87608428,"A Hat Full of Sky",542,2004,0,0060747684
87608429,"Going Postal",539,2005,416,0060502932
87608432,Thud!,539,2006,416,0060815310
87608435,Wintersmith,542,2007,464,0060890339
87608436,"Making Money",541,1975,528,0061363928
87608437,"Unseen Academicals",575,2010,480,0552153370
87608438,"I Shall Wear Midnight",542,2010,368,0061433047
87608441,Snuff,482,2011,416,0062011847
87608443,"The California Voodoo Game",568,1992,343,0345381483
87608446,"Dream Park",432,2010,320,
87608448,"The Barsoom Project",606,1989,340,
87608451,"The Moon Maze Game",432,2012,368,0765365448
87608452,"Fall of Angels",432,1997,608,0812538951
87608461,"The Towers of the Sunset",432,1993,544,0812519671
87608462,"The Magic Engineer",432,1995,624,0812534050
87608472,"The Death of Chaos",483,2008,640,1435299906
87608474,"The Chaos Balance",432,1997,446,9780812571301
87608477,"The White Order",426,2008,0,1435299965
87608480,"Colors of Chaos",432,1999,634,0312867670
87608481,"Magi'I of Cyador",432,2000,444,9780812579482
87608496,"Scion of Cyador",445,2000,0,0765339587
87608501,"Wellspring of Chaos",483,2008,448,1435292529
87608505,Ordermaster,432,2005,496,
87608508,"Natural Ordermage",432,2008,624,9780765357755
87608513,"Mage-Guard of Hamor",432,2009,736,0765358824
87608517,Arms-Commander,432,2010,528,9780765363534
87608536,"Kingdoms of the Night",568,1996,0,0345387325
87653618,"Storm of Wings",489,2003,416,1841491926
87653627,"Knighthood of the Dragon",461,2006,408,0451460677
87653630,"The Last Battle",461,2006,336,1841491799
87653633,Mistworld,606,1992,0,0441535062
87653666,Deathstalker,461,1995,528,0451454359
87653670,"Deathstalker Rebellion",488,2001,576,1857983378
87653676,"Deathstalker War",461,1997,528,0451456084
87653685,"Deathstalker Honor",461,1998,528,0451456483
87653689,"Deathstalker Destiny",461,1999,432,0451457560
87653697,"Deathstalker Legacy",461,2003,480,0451459547
87653700,"Deathstalker Return",461,2005,464,0451459660
87653709,"Deathstalker Coda",461,2006,416,0451460243
87653734,Silverhair,538,2000,293,0061020206
87653758,"Long Tusk",547,2000,320,0575068582
87653764,Icebones,538,2003,288,0061020214
87653771,"The Magic of Recluce",432,1992,512,0812505182
87653798,"The Winds of Gath / Derai (Ace Double 89301)",606,1968,304,
87653818,Preternatural,432,1997,10,0812567641
87653825,"Preternatural Too: Gyre",432,2000,320,0312866712
87653829,"Preternatural 3",426,2002,336,0312877609
87654104,"The War in Heaven",448,1998,656,0553289675
87654120,"The Wild",448,1996,560,0553762192
87654126,"The Broken God",448,1995,704,0553762168
87654130,Neverness,420,2002,688,0007124376
87654141,"A Season for Slaughter",448,1992,562,0553289764
87654158,"A Day for Damnation",451,1985,0,
87654160,"A Rage for Revenge",594,1989,0,9992416165
87654163,"A Matter for Men",517,1985,400,0356108384
87654180,"Arrows of the Queen",504,1987,320,0886773784
87654187,"Arrow's Flight",524,1989,320,0099625504
87654191,"Arrow's Fall",504,1988,0,
87654203,"The Child Queen",495,1994,0,0345382447
87654218,"High Queen",568,1995,0,0345382455
87654256,Orca,606,1996,290,0441001963
87654264,Phoenix,606,1990,10,0441662250
87654274,Teckla,606,1987,214,0441799779
87654285,Jhereg,606,1987,239,0441385540
87654289,Taltos,606,1988,181,0441182003
87654292,Yendi,606,1984,0,0441944574
87654334,Athyra,606,1993,243,0441033423
87654338,Dragon,432,1999,288,0812589165
87654342,Issola,432,2002,256,0812589173
87654346,Dzur,432,2007,288,0765341549
87654354,Jhegaala,432,2008,304,
87654358,Iorich,432,2011,320,
87654366,Tiassa,432,2012,336,0765333066
87654396,Dragonstar,568,2003,336,0345441710
87654402,"Knight of the Demon Queen",568,2000,352,0345421906
87654412,Dragonsbane,568,1985,341,0345315723
87654421,Dragonshadow,568,2000,320,0345421884
87654453,Timescape,448,1992,512,0553297090
87654457,"The Warrior's Apprentice",595,1991,320,067172066X
87654490,"Mystic Warrior",545,2005,528,0446612227
87654494,"Mystic Quest",545,2008,464,0446612235
87654499,"Mystic Empire",545,2007,496,0446612243
87654516,Bloodwinter,448,2000,608,0553576461
87654524,Summerblood,448,2002,432,0553582062
87654531,Warautumn,448,2002,448,0553380710
87654543,Springwar.,594,2000,576,055357647X
87654565,"The Lure of the Basilisk",568,1987,0,0345339606
87654569,"The Sword of Bheleu",568,1982,272,0345307771
87654573,"The Book of Silence",594,1983,0,0345308808
87654576,"The Seven Altars of Dusarra",413,2003,254,1587155907
87654592,"Sun Lord",548,2004,352,0373638426
87654600,"Devil In The Moon (Outlanders)",548,2002,352,0373638345
87654617,"The Ivanhoe Gambit",606,1984,0,0441377629
87654621,"The Pimpernel Plot",606,1984,0,0441664091
87654627,"Timekeeper Conspiracy",606,1986,0,044181137X
87654633,"The Zenda Vendetta",606,1985,0,0441959156
87654638,"The Nautilus Sanction",469,1999,244,1584451297
87654642,"Khyber Connection",537,1989,208,0747231974
87654645,"The Argonaut Affair",537,1989,208,074723311X
87654648,"The Dracula Caper",606,1988,0,
87654651,"The Lilliput Legion",606,1989,0,
87654659,"Hellfire Rebellion",606,1990,0,0441812627
87654662,"The Cleopatra Crisis",606,1990,0,
87654665,"The Six Gun Solution",606,1991,0,0441768512
87654675,"Seeking the Dream Brother",568,1989,279,034536001X
87654678,"Beyond Draak's Teeth",568,1986,0,0345330862
87654686,"Shadow Singer",594,1984,245,0345317769
87654688,"Where the Ni-Lach",568,1983,0,034530876X
87654711,"The Elder Gods",423,2004,480,0446613339
87655065,"Wizard In Bedlam",606,1986,0,0441902146
87655102,"The Warlock Is Missing",606,1986,201,0441848265
87655110,"Flandry of Terra",606,1982,291,0441240739
87655117,"The Rebel Worlds",454,1969,0,
87655124,"A Circus of Hells",461,1970,0,0451151135
87655128,"The Day of Their Return",432,1994,224,0812523091
87655137,"The Jesus Incident",590,1980,0,0425045048
87655145,"Ascension Factor",465,1990,0,0517031892
87655149,"Destination: Void",606,1987,0,
87655159,"American Empire: Blood & Iron",568,2002,656,0345405668
87655172,"American Empire: The Center Cannot Hold",568,2003,640,0345444221
87655176,"American Empire: The Victorious Opposition",568,2004,640,0345444248
87683029,"Four for Tomorrow",595,1991,211,0671720511
87683041,"The Cosmic Rape",473,1979,160,0671829343
87683057,"The Brain-Stealers / ATTA",606,1954,0,
87683067,"Men Against the Stars",468,1963,0,
87683080,"Demons and Daggers",567,1981,0,0440125901
87683086,"Flashing Swords 1",567,1981,0,
87683094,"Flashing Swords! #2",567,1974,268,0440031230
87683095,"Flashing Swords! #3 Warriors and Wizards",567,1976,0,
87683098,"Flashing Swords #4: Barbarians & Black Magicians",567,1977,272,0440126274
87683114,"Eternity Brigade",557,1982,256,0449143368
87683136,"Space Prodigal",567,1981,0,0440182891
87683150,"Fuzzy Bones",606,1981,0,0441261817
87683186,"Fuzzy Sapiens",606,1984,0,
87683214,"Fuzzy Nation",432,2012,368,0765367033
87683319,"A Talent for the Invisible",504,1973,0,
87683362,"Tom Swift and his Sky Wheel",544,1977,210,0448146002
87683403,Shellbreak,484,1970,0,
87748648,"The Gates of Winter",448,2003,592,0553583336
87777572,"The Dark Abyss",448,1989,0,0553276409
87777594,"The Black Tower",594,1988,353,0553273469
87777611,"The Valley of Thunder",448,1989,263,0553279580
87777618,"The Lake of Fire",448,1989,381,0553281852
87777624,"The Hidden City",594,1990,261,0553283383
87777638,"The Final Battle",594,1990,10,0553285424
87777665,"Against Infinity",448,1991,0,0553290053
87777695,"Virtual Light",448,1994,368,0553566067
87777703,Idoru,590,1997,400,0425158640
87777707,"All Tomorrow's Parties",590,2003,352,0425190447
87777733,"Einstein's Bridge",538,1998,320,0380788314
87777746,"The Vacant Throne",432,2002,416,0812580168
87777754,"The Kingless Land",432,2000,320,0312867212
87777758,"A Dragon's Ascension",426,2002,384,
87777766,"The Dragon's Doom",589,2004,0,0786127112
87777778,"The Keep of Fire",448,2000,593,0553579320
87868628,"By Blood Alone",606,1999,384,0441006310
87868637,"The Final Battle",606,1995,400,044100217X
87868644,"Legion of the Damned",606,1993,352,0441480403
87868650,"By Force of Arms",606,2000,336,044100735X
87868653,"When All Seems Lost: A Novel of the Legion of the Damned",606,2008,352,0441016243
87868654,"For More Than Glory",606,2004,496,0441012140
87868657,"For Those Who Fell",426,2004,410,
87868662,"When Duty Calls: A Novel of the Legion of the Damned",606,2008,368,0441017797
87868682,"The Eye of the World",432,1990,832,0812511816
87868688,"The Great Hunt",432,1991,705,0812517725
87868693,"The Dragon Reborn",432,1992,704,0812513711
87868723,"The Shadow Rising",432,1993,1008,0812513738
87868737,"The Fires of Heaven",432,1994,992,0812550307
87868741,"Lord of Chaos",432,1995,1011,0812513754
87868749,"A Crown of Swords",432,1997,896,0812550285
87868759,"The Path of Daggers",432,1999,704,0812550293
87868767,"Winter's Heart",432,2002,800,081257558X
87868782,"Crossroads of Twilight",489,2003,832,1841491837
87868795,"New Spring",426,2003,336,9780765345455
87868798,"A Memory of Light",432,2013,864,0765325950
87868802,"Towers of Midnight",432,2011,1264,0765364875
87868805,"The Gathering Storm",432,2010,1120,0765341530
87868810,"Knife of Dreams",432,2005,1000,
87868855,"Warriors of Dawn",504,1980,0,0879975733
87868861,"Gameplayers of Zan",504,1979,0,0879979933
87868864,"The Day of the Klesh",504,1979,0,0886770165
87868868,"To Control the Stars",568,1977,188,0345252535
87868873,"To Escape the Stars",568,1978,186,0345258568
87868877,"Master of the Stars",492,1976,190,0373720408
87868883,"Dinosaur Planet Survivors",568,1988,294,0345272463
87868889,"Dinosaur Planet",568,1978,201,0345272455
87868902,"From Outer Space",599,1963,188,
87868913,"Through the Eye of a Needle",568,1979,0,0345284100
87868914,"The Halls of Stormweather",411,2000,352,0786915609
87868924,"Shadow's Witness",411,2007,320,0786942592
87868928,"The Shattered Mask",411,2007,320,0786942665
87868942,"Black Wolf",411,2007,320,0786942835
87868954,"Heirs of Prophecy",411,2007,310,0786927372
87868957,"Sands of the Soul",411,2007,320,0786928131
87868961,"Lord of Stormweather",411,2008,320,0786947861
87899757,"The Lazarus Effect",590,1984,0,0425071294
87899795,"The Ghost of the Revelator",432,1999,320,0812545362
87900574,"Of Tangible Ghosts",432,1994,381,0312857209
87900598,"Ghost of the White Nights",432,2001,400,0765300958
87900618,"Little Fuzzy",573,2011,142,1461068150
87900635,"Heechee Rendezvous",568,1985,331,0345300556
87900645,"Beyond the Blue Event Horizon",568,1985,0,0345320670
87900672,Gateway,568,2004,288,0345475836
87900678,"The Annals of Heechee",594,1987,0,5551554945
87900682,"The Gateway Trip: Tales and Vignettes of the Heechee",568,1990,0,
87900690,"The Boy Who Would Live Forever",483,2008,465,1435293959
87900723,Hominids,432,2003,448,0765345005
87900728,Humans,432,2010,384,0765326337
87900734,Hybrids,432,2010,400,
87900769,"Ylana of Callisto",567,1977,192,044014244X
87900781,"Jandar of Callisto",489,1974,224,0860078019
87900791,"Black Legion of Callisto",567,1974,203,
87900810,"Sky Pirates of Callisto",489,1975,0,
87900817,"Mad Empress of Callisto",413,2007,192,1434494985
87900823,"Mind Wizards of Callisto",567,1975,0,
87900828,"Lankar of Callisto",426,0,0,
87900838,"Renegade of Callisto",567,1978,0,
87902983,"Codominium: Revolt on War World",595,1992,416,0671721267
87902999,"Sauron Dominion",595,1991,356,0671720724
87903028,"Death's Head Rebellion",595,1992,0,
87903039,Invasion,595,1994,352,0671876163
87903043,"Blood Feuds",493,1993,0,
87903056,"Blood Vengeance",595,1994,400,0671722018
87903082,"Lords of Thlassa Mey",568,1989,0,0345338650
87903086,"The Birth of the Blade",568,1993,0,0345377133
87903102,"Across the Thlassa Mey",568,1991,247,0345353102
87981530,"The Forbidden Tower",504,1977,0,0879975997
87981552,"Thendara House",504,1983,414,0879978570
87981569,"The Spell Sword",504,1974,158,0879971312
87981596,"Free Amazons of Darkover",504,1985,304,0886770963
87981604,"Traitor's Sun",504,2000,544,0886778115
87981619,"The Fall of Neskaya",504,2002,576,0756400538
87981629,"City of Sorcery",504,1984,0,0879979623
87981641,"The Lost Prince",475,1982,349,0867211474
87981656,"In the Heart of Darkness",595,2004,480,0671878859
87981667,"An Oblique Approach",595,2002,0,
87981676,"Destiny's Shield",595,2000,0,
87981680,"Fortune's Stroke",595,2001,0,
87981683,"The Tide of Victory",473,2001,512,
87981688,"The Dance of Time (Belisarius)",595,2007,655,1416521372
88016278,"Time Bender",590,1981,248,0441810128
88016292,"World Shuffler",606,1984,0,0441917038
88016301,"The Shape Changer",606,1984,0,044176102X
88016308,"The Galaxy Builder",606,1984,224,0441272800
88016311,"The Universe Twister",595,2008,736,1416555978
88016360,"Pegasus in Flight",568,1991,304,0345368975
88016374,"Pegasus in Space",568,2001,434,0345434676
88016387,"Voyage To Eneh",432,2000,480,0812534484
88016458,"Patterns of Chaos Volume One",504,2002,512,0756400554
88016468,"Patterns of Chaos Volume 2",504,2002,656,0756400562
88016477,"Requiem For Anthi",606,1990,0,0441714013
88016505,"The Children of Anthi",606,1985,256,0441103995
88016525,"The Crystal Palace",461,1988,1,0451156781
88016532,"Sorcerer's Son",454,1979,0,0345297660
88016613,"The Gold Coast",432,1988,389,0812552393
88016619,"The Wild Shore",606,1984,371,0441888704
88016621,"Pacific Edge",425,1990,304,0044406320
88016626,"Cats Have No Lord",606,1985,0,0441094937
88016645,"Tangled Lands",606,1989,0,0441798047
88016653,Elvenblood,432,1996,352,0812563190
88016664,Elvenborn,426,2002,384,
88016666,Elvenbane,432,1991,0,
88016690,"The War Machine",595,1989,0,0671698451
88016694,"An Honorable Defense",595,1988,310,0671697897
88016698,"Cluster Command",595,1989,0,0671698176
88016702,"Crown of Empire",595,1996,0,1555940366
88016707,"Stars & Stripes Forever",568,1999,368,0345409345
88016713,"Stars and Stripes in Peril",568,2001,352,0345409361
88016715,"Stars and Stripes Triumphant",568,2003,256,034540937X
88016738,"To Ride Pegasus",594,1981,0,0345301064
88016756,"The Unconquerable",595,1994,288,0671876295
88016766,"Last Stand",595,2002,432,0671877607
88016771,"Old Guard",595,2002,336,0671319574
88016794,"Honor of the Regiment",595,2002,320,0671721844
88016799,"The Triumphant",595,1995,400,067187683X
88016803,"Cold Steel",595,2002,432,0743435494
88016807,"Rogue Bolo",595,1986,245,0671655450
88016810,"Bolo Rising",595,2001,400,0671577794
88016813,"Bolo Strike",595,2002,384,0743435664
88016816,"Bolo Brigade",595,1997,384,067187781X
88016818,Bolo!,595,2006,496,1416520627
88016825,"The Road to Damascus",595,2005,768,0743499166
88016832,"Old Soldiers",595,2005,304,1416508988
88016834,"Bolos: Their Finest Hour",595,2011,464,1451637527
88016840,"Flight To Thlassa Mey",568,1998,0,0345326539
88016846,"Warriors of Thlassa Mey",568,1986,0,0345339118
88016872,"Requiem of Stars",594,1996,376,0553573020
88016881,"Archangel Protocol",461,2001,352,0451458273
88016888,"Resurrection Code",514,2011,192,1935234099
88016890,"Fallen Host",461,2002,352,0451458796
88016892,"Messiah Node",461,2003,352,0451459296
88016896,"Apocalypse Array",461,2004,352,0451459814
88016901,"King of the Scepter'd Isle",461,1990,399,0451450426
88149522,"The Questing Hero",472,1988,200,0445206543
88149531,"Lords of the Sword",461,1991,256,0451450655
88149532,"The Hero's Return",466,1988,0,0445206640
88695238,"To Venus! To Venus! / The Jester at Scar",606,1970,256,
88695693,"Mayenne / Jondelle",504,1981,0,0879976144
88695782,"Spectrum of a Forgotten Sun",504,1976,0,0879972653
88695825,"Haven of Darkness",504,1977,0,0879972998
88695839,"The Quillian Sector",504,1978,158,0879974265
88695852,"Web of Sand",504,1979,156,0879974796
88695866,"Virgin Planet",417,1977,165,0446883344
88695886,"The Peregrine",606,1979,0,0441659543
88695909,"Psychotechnic League",432,1985,0,0812530594
88695917,"Cold Victory",476,1982,284,0523485271
88695921,Starship,476,1982,288,0523485336
88695929,"The Snows of Ganymede/War of the Wing-Men (Ace Double D-303)",606,1958,256,
88695978,"Knave In Hand",606,1979,0,0441449905
88695997,Survivor,606,1977,0,
88696027,"The Counterfeit Heinlein",585,2001,184,1587153440
88696079,Wolfwalker,568,1990,320,0345365399
88696120,"Shadow Leader",426,2001,0,0736680950
88696161,"Storm Runner",568,1993,320,0345371623
88696174,"Wolf's Bane",568,1997,352,0345406346
88696195,"Silver Moons, Black Steel",568,2001,448,0345406354
88696214,Grayheart,568,1996,352,0345380533
88696234,"Wolf in Night",568,2005,494,0345406362
88696350,"Against the Tide of Years",461,1999,464,0451457439
88696369,"Island in the Sea of Time",461,1998,608,0451456750
88696375,"On the Oceans of Eternity",461,2000,640,0451457803
88696391,"Burning Water",432,1989,320,0812521048
88696425,"Jinx High",432,1991,0,0812521145
88696441,"Children of the Night",432,1994,320,0812522729
88696454,"Seasons of Plenty",599,1996,422,0380774682
88696466,"Take Back Plenty",599,1992,10,0380763958
88696471,"Mother of Plenty",538,1998,470,0006499074
88696548,"Razor's Edge",504,1997,656,0886777666
88696578,"Turning Point",504,1993,272,0886775752
88696587,"Fortune's Wheel",504,1995,656,0886776759
88696591,"Fire Margins",504,1996,760,0886777186
88696597,"Dark Nadir",504,1999,608,0886778298
88696607,"Stronghold Rising",499,2000,608,0886778980
88696618,"Between Darkness and Light",504,2003,752,0756400155
88696626,"Shades of Gray",504,2010,702,0756401992
88696673,"The War Hound and the World's Pain",473,1982,0,0671834126
88696691,"Brothel in Rosenstrasse",582,1988,0,0881844063
88696695,"The City in the Autumn Stars",606,1989,357,0441106307
88696730,Exile,411,1990,320,0880389206
88696748,Homeland,411,2005,384,0786939532
88696752,Sojourn,411,2006,346,0786940077
88696796,"Conan the Swordsman",594,1978,0,0553227270
88696821,"Conan The Liberator",432,2002,256,0765300702
88696827,"Conan the Sword of Skelos",446,1984,0,9780441114801
88696835,"Conan: Road of Kings",432,2001,224,0765340208
88696840,"Conan and the Spider God",594,1980,175,0553138375
88696849,"Conan The Rebel",432,2003,224,0765300737
88696867,"Conan the Barbarian",594,1982,181,0553225448
88696879,"Get Off the Unicorn",568,1982,0,0345305779
88696947,"Lord of the Isles",432,1998,640,0812522400
88696990,"Servant of the Dragon",432,1999,0,
88697001,"Mistress of the Catacombs",432,2001,672,0812575407
88697012,"Goddess of the Ice Realm",515,2003,0,1559279508
88697022,"Master of the Cauldron",432,2006,512,0812561708
88697033,"The Fortress of Glass",432,2007,416,0765351161
88697046,"The Mirror of Worlds",432,2007,448,076535117X
88697056,"The Gods Return",432,2009,480,0765351188
88701741,"Dancer's Luck",454,1983,0,0451122534
88701781,"Fire Dancer",476,1995,0,0786001550
88701795,"Dancer's Illusion",476,1996,256,0786002506
88701880,"Cat Karina",606,1982,0,0441092543
88702138,"The Man-Kzin Wars II",595,1989,306,0671698338
88702218,"Wizard War",417,1987,0,0445204222
88702265,"The Woman and the Warlords",575,1987,432,0552131318
88702368,"The Wordsmiths and the Warguild",518,2006,328,1411685415
88702426,"The Witchlord and the Weaponmaster",518,2006,728,1411685849
88702431,"The Walrus & The Warwolf",487,2010,400,1601252145
88702433,"The Wicked and the Witless",575,1989,464,0552134392
88702436,"Wishstone and the Wonderworkers",579,1990,448,0861403975
88702440,"The Wazir and the Witch",575,1971,0,
88702443,"The Werewolf and the Wormlord",575,1991,352,0552135380
88702446,"The Worshippers and the Way",518,2006,384,1411691423
88703671,"Daughter of Prophecy",602,1995,368,0446600873
88703687,"Children of Enchantment",602,1996,366,0446602167
88703722,"The Misbegotten King",602,1997,368,0446603317
88703882,"The Knight,"" the Harp"", and the Maiden",602,1999,336,0446604968
88703917,Ilium,539,2005,752,0380817926
88703949,Olympos,538,2006,912,0380817934
88703990,"The Dying Light",606,2000,432,0441007422
88704025,"A Dark Imbalance",606,2001,400,0441008119
88704063,"The Prodigal Sun",606,1999,400,0441006728
88704164,Killobyte,606,1994,312,0441444253
88704201,Ghost,432,1992,279,0812531272
88704281,"The Gods Themselves",448,1990,304,0553288105
88704419,"The Shadow Dancers",432,1992,0,0812520734
88704452,"The Labyrinth of Dreams",432,0,0,0812508629
88704490,"The Maze in the Mirror",432,1989,416,0812533178
88704577,"Dancing Gods, Part 1",568,1995,529,0345402464
88704603,"Vengeance of the Dancing Gods",568,1985,303,0345315499
